course,pl,unit_or_candidate_id,record_type,source_located,binary_local,binary_readable,content_read,boundary_confirmed,extraction_status,model_status,authority_dependency,immediately_executable,ready_to_emit_pptx,blocker_owner,exact_blocker,next_executable_action
"K5","PL06","K5-PL06-T04-B01","CONFIRMED_PRODUCTION_UNIT","True","True","True","True","True","EXTRACTED","MODEL_READY","K5_Pakej_Keputusan_Corak_Bariah_Kelompok0_v1_2.docx","True","False","BARIAH","pattern package under review; STOP-006 cast binding open","await pattern decisions, then project the model"
"K5","PL06","K5-PL06-T05-B01","CONFIRMED_PRODUCTION_UNIT","True","True","True","True","True","EXTRACTED","MODEL_READY","K5_Pakej_Keputusan_Corak_Bariah_Kelompok0_v1_2.docx","True","False","BARIAH","pattern package under review; STOP-006 cast binding open","await pattern decisions, then project the model"
"K5","PL06","K5-PL06-T06-B01","CONFIRMED_PRODUCTION_UNIT","True","True","True","True","True","EXTRACTED","MODEL_READY","K5_Pakej_Keputusan_Corak_Bariah_Kelompok0_v1_2.docx","True","False","BARIAH","pattern package under review; STOP-006 cast binding open","await pattern decisions, then project the model"
"K5","PL06","K5-PL06-T07-B01","CONFIRMED_PRODUCTION_UNIT","True","True","True","True","True","EXTRACTED","MODEL_READY","K5_Pakej_Keputusan_Corak_Bariah_Kelompok0_v1_2.docx","True","False","BARIAH","pattern package under review; STOP-006 cast binding open","await pattern decisions, then project the model"
"K5","PL01","PL01-CAND-01","CANDIDATE_STRUCTURE","True","True","True","False","False","SOURCE_BINARY_READABLE","NOT_STARTED","unit boundary map for this Pakej Latihan","False","False","CAIR","no frozen unit boundary map for this Pakej Latihan; unit granularity undecided","map unit boundaries for this PL the way PL06's fourteen were mapped"
"K5","PL01","PL01-CAND-02","CANDIDATE_STRUCTURE","True","True","True","False","False","SOURCE_BINARY_READABLE","NOT_STARTED","unit boundary map for this Pakej Latihan","False","False","CAIR","no frozen unit boundary map for this Pakej Latihan; unit granularity undecided","map unit boundaries for this PL the way PL06's fourteen were mapped"
"K5","PL01","PL01-CAND-03","CANDIDATE_STRUCTURE","True","True","True","False","False","SOURCE_BINARY_READABLE","NOT_STARTED","unit boundary map for this Pakej Latihan","False","False","CAIR","no frozen unit boundary map for this Pakej Latihan; unit granularity undecided","map unit boundaries for this PL the way PL06's fourteen were mapped"
"K5","PL01","PL01-CAND-04","CANDIDATE_STRUCTURE","True","True","True","False","False","SOURCE_BINARY_READABLE","NOT_STARTED","unit boundary map for this Pakej Latihan","False","False","CAIR","no frozen unit boundary map for this Pakej Latihan; unit granularity undecided","map unit boundaries for this PL the way PL06's fourteen were mapped"
"K5","PL02","PL02-CAND-01","CANDIDATE_STRUCTURE","True","True","True","False","False","SOURCE_BINARY_READABLE","NOT_STARTED","unit boundary map for this Pakej Latihan","False","False","CAIR","no frozen unit boundary map for this Pakej Latihan; unit granularity undecided","map unit boundaries for this PL the way PL06's fourteen were mapped"
"K5","PL02","PL02-CAND-02","CANDIDATE_STRUCTURE","True","True","True","False","False","SOURCE_BINARY_READABLE","NOT_STARTED","unit boundary map for this Pakej Latihan","False","False","CAIR","no frozen unit boundary map for this Pakej Latihan; unit granularity undecided","map unit boundaries for this PL the way PL06's fourteen were mapped"
"K5","PL02","PL02-CAND-03","CANDIDATE_STRUCTURE","True","True","True","False","False","SOURCE_BINARY_READABLE","NOT_STARTED","unit boundary map for this Pakej Latihan","False","False","CAIR","no frozen unit boundary map for this Pakej Latihan; unit granularity undecided","map unit boundaries for this PL the way PL06's fourteen were mapped"
"K5","PL03","PL03-CAND-01","CANDIDATE_STRUCTURE","True","True","True","False","False","SOURCE_BINARY_READABLE","NOT_STARTED","unit boundary map for this Pakej Latihan","False","False","CAIR","no frozen unit boundary map for this Pakej Latihan; unit granularity undecided","map unit boundaries for this PL the way PL06's fourteen were mapped"
"K5","PL03","PL03-CAND-02","CANDIDATE_STRUCTURE","True","True","True","False","False","SOURCE_BINARY_READABLE","NOT_STARTED","unit boundary map for this Pakej Latihan","False","False","CAIR","no frozen unit boundary map for this Pakej Latihan; unit granularity undecided","map unit boundaries for this PL the way PL06's fourteen were mapped"
"K5","PL03","PL03-CAND-03","CANDIDATE_STRUCTURE","True","True","True","False","False","SOURCE_BINARY_READABLE","NOT_STARTED","unit boundary map for this Pakej Latihan","False","False","CAIR","no frozen unit boundary map for this Pakej Latihan; unit granularity undecided","map unit boundaries for this PL the way PL06's fourteen were mapped"
"K5","PL03","PL03-CAND-04","CANDIDATE_STRUCTURE","True","True","True","False","False","SOURCE_BINARY_READABLE","NOT_STARTED","unit boundary map for this Pakej Latihan","False","False","CAIR","no frozen unit boundary map for this Pakej Latihan; unit granularity undecided","map unit boundaries for this PL the way PL06's fourteen were mapped"
"K5","PL03","PL03-CAND-05","CANDIDATE_STRUCTURE","True","True","True","False","False","SOURCE_BINARY_READABLE","NOT_STARTED","unit boundary map for this Pakej Latihan","False","False","CAIR","no frozen unit boundary map for this Pakej Latihan; unit granularity undecided","map unit boundaries for this PL the way PL06's fourteen were mapped"
"K5","PL03","PL03-CAND-06","CANDIDATE_STRUCTURE","True","True","True","False","False","SOURCE_BINARY_READABLE","NOT_STARTED","unit boundary map for this Pakej Latihan","False","False","CAIR","no frozen unit boundary map for this Pakej Latihan; unit granularity undecided","map unit boundaries for this PL the way PL06's fourteen were mapped"
"K5","PL03","PL03-CAND-07","CANDIDATE_STRUCTURE","True","True","True","False","False","SOURCE_BINARY_READABLE","NOT_STARTED","unit boundary map for this Pakej Latihan","False","False","CAIR","no frozen unit boundary map for this Pakej Latihan; unit granularity undecided","map unit boundaries for this PL the way PL06's fourteen were mapped"
"K5","PL03","PL03-CAND-08","CANDIDATE_STRUCTURE","True","True","True","False","False","SOURCE_BINARY_READABLE","NOT_STARTED","unit boundary map for this Pakej Latihan","False","False","CAIR","no frozen unit boundary map for this Pakej Latihan; unit granularity undecided","map unit boundaries for this PL the way PL06's fourteen were mapped"
"K5","PL04","PL04-CAND-01","CANDIDATE_STRUCTURE","True","True","True","False","False","SOURCE_BINARY_READABLE","NOT_STARTED","unit boundary map for this Pakej Latihan","False","False","CAIR","no frozen unit boundary map for this Pakej Latihan; unit granularity undecided","map unit boundaries for this PL the way PL06's fourteen were mapped"
"K5","PL04","PL04-CAND-02","CANDIDATE_STRUCTURE","True","True","True","False","False","SOURCE_BINARY_READABLE","NOT_STARTED","unit boundary map for this Pakej Latihan","False","False","CAIR","no frozen unit boundary map for this Pakej Latihan; unit granularity undecided","map unit boundaries for this PL the way PL06's fourteen were mapped"
"K5","PL05","PL05-CAND-01","CANDIDATE_STRUCTURE","True","True","True","False","False","SOURCE_BINARY_READABLE","NOT_STARTED","unit boundary map for this Pakej Latihan","False","False","CAIR","no frozen unit boundary map for this Pakej Latihan; unit granularity undecided","map unit boundaries for this PL the way PL06's fourteen were mapped"
"K5","PL05","PL05-CAND-02","CANDIDATE_STRUCTURE","True","True","True","False","False","SOURCE_BINARY_READABLE","NOT_STARTED","unit boundary map for this Pakej Latihan","False","False","CAIR","no frozen unit boundary map for this Pakej Latihan; unit granularity undecided","map unit boundaries for this PL the way PL06's fourteen were mapped"
"K5","PL07","PL07-CAND-01","CANDIDATE_STRUCTURE","True","True","True","False","False","SOURCE_BINARY_READABLE","NOT_STARTED","unit boundary map for this Pakej Latihan","False","False","CAIR","no frozen unit boundary map for this Pakej Latihan; unit granularity undecided","map unit boundaries for this PL the way PL06's fourteen were mapped"
"K5","PL07","PL07-CAND-02","CANDIDATE_STRUCTURE","True","True","True","False","False","SOURCE_BINARY_READABLE","NOT_STARTED","unit boundary map for this Pakej Latihan","False","False","CAIR","no frozen unit boundary map for this Pakej Latihan; unit granularity undecided","map unit boundaries for this PL the way PL06's fourteen were mapped"
"K5","PL08","PL08-CAND-01","CANDIDATE_STRUCTURE","True","True","True","False","False","SOURCE_BINARY_READABLE","NOT_STARTED","unit boundary map for this Pakej Latihan","False","False","CAIR","no frozen unit boundary map for this Pakej Latihan; unit granularity undecided","map unit boundaries for this PL the way PL06's fourteen were mapped"
"K3","PL01","K3-M01-PL01","CONFIRMED_PRODUCTION_UNIT","True","False","False","True","True","SOURCE_CONTENT_READ","MODEL_READY","K3-COURSE-01 assessment treatment","False","False","BARIAH","K3-COURSE-01 assessment treatment undecided","await K3-COURSE-01"
"K3","PL02","K3-M01-PL02","CANDIDATE_STRUCTURE","True","False","False","False","False","SOURCE_LOCATED_BY_CONNECTOR","NOT_STARTED","K3-COURSE-01 assessment treatment","False","False","CAIR","PDF located but not read","read the PDF through the connector"
"K3","PL03","K3-M01-PL03","CONFIRMED_PRODUCTION_UNIT","True","False","False","True","True","SOURCE_CONTENT_READ","MODEL_READY","K3-COURSE-01 assessment treatment","False","False","BARIAH","K3-COURSE-01 assessment treatment undecided","await K3-COURSE-01"
"K3","PL04","K3-M01-PL04","CANDIDATE_STRUCTURE","True","False","False","False","False","SOURCE_LOCATED_BY_CONNECTOR","NOT_STARTED","K3-COURSE-01 assessment treatment","False","False","CAIR","PDF located but not read","read the PDF through the connector"
"K3","PL05","K3-M01-PL05","CANDIDATE_STRUCTURE","True","False","False","False","False","SOURCE_LOCATED_BY_CONNECTOR","NOT_STARTED","K3-COURSE-01 assessment treatment","False","False","CAIR","PDF located but not read","read the PDF through the connector"
"K3","PL06","K3-M01-PL06","CANDIDATE_STRUCTURE","True","False","False","False","False","SOURCE_LOCATED_BY_CONNECTOR","NOT_STARTED","K3-COURSE-01 assessment treatment","False","False","CAIR","PDF located but not read","read the PDF through the connector"
"K3","PL07","K3-M01-PL07","CANDIDATE_STRUCTURE","True","False","False","False","False","SOURCE_LOCATED_BY_CONNECTOR","NOT_STARTED","K3-COURSE-01 assessment treatment","False","False","CAIR","PDF located but not read","read the PDF through the connector"
"K3","PL08","K3-M01-PL08","CANDIDATE_STRUCTURE","True","False","False","False","False","SOURCE_LOCATED_BY_CONNECTOR","NOT_STARTED","K3-COURSE-01 assessment treatment","False","False","CAIR","PDF located but not read","read the PDF through the connector"
"K3","PL09","K3-M01-PL09","CANDIDATE_STRUCTURE","True","False","False","False","False","SOURCE_LOCATED_BY_CONNECTOR","NOT_STARTED","K3-COURSE-01 assessment treatment","False","False","CAIR","PDF located but not read","read the PDF through the connector"
"K2","MONOLITH","K2-MONOLITH-UNRESOLVED","UNRESOLVED_SOURCE","True","False","False","False","False","SOURCE_LOCATED_BY_CONNECTOR","NOT_STARTED","none — this is a source-access blocker, not an authority one","False","False","FIRDAUS","binary not local: Drive 1BW-OibYv3sDyordi0YIQkb5vXeAdOtMn, 25,043,306 bytes, searched in every local location and not found","place the PDF on local disk; PyMuPDF is already available"
